Machine ID,Timestamp,Temperature,Vibration,Pressure,Humidity,Voltage,Current,RPM,Operating Hours,Maintenance History,Error Code,Failure,Hour,DayOfWeek,ElapsedDays
M003,2024-02-10 16:00:00,78.3858731174831,,109.9472084403321,70.45769461667693,210.45541602610356,50.794615684788596,1372.7758620721595,1066.9879736219614,Minor,E00,1,16,5,40
M015,2024-02-10 17:00:00,66.12935471975139,0.43349969004668965,106.99794434681138,44.04621314556742,230.79112743723252,46.083043205849414,1594.8652655378087,1201.9147913315253,Minor,E01,1,17,5,40
M009,2024-02-10 18:00:00,88.88668471959697,0.3462049178935676,106.44587311572734,30.357435894785773,211.78163816071464,58.518595534720674,1640.9896166879034,1286.2056629798406,Major,E01,1,18,5,40
M015,2024-02-10 19:00:00,74.25154486900041,0.3871822110578699,110.87836649043795,54.61055087655649,223.51104507938956,59.11387349051841,1486.9401459512171,495.6717124927173,None,,1,19,5,40
M015,2024-02-10 20:00:00,74.28497551702604,0.3532452053374794,96.58126916244154,35.727897533121826,,47.53326604448839,1620.3839901609542,533.0799033130049,Minor,E01,0,20,5,40
M018,2024-02-10 21:00:00,,0.3587222829921795,97.58065744123502,21.953711730550854,215.73436330806874,72.80471386561797,,1253.5715049036237,Critical,E00,1,21,5,40
M014,2024-02-10 22:00:00,83.26281885198985,0.47063875298568086,113.6790282550932,51.237234576557604,217.0093437267215,43.86817761813568,,956.6471686418131,Critical,E00,0,22,5,40
M017,2024-02-10 23:00:00,76.75504447003564,0.43412110217276856,105.06182482355646,,243.8507838473708,58.057575311042065,1519.4100253443298,,None,E01,1,23,5,40
M015,2024-02-11 00:00:00,62.369664125976456,0.35555826706370025,,48.85426010666926,219.88443130611827,42.39199460330104,1405.0126690025882,1427.602925698584,,E00,1,0,6,41
M017,2024-02-11 01:00:00,80.42082230860503,0.3650117861555224,103.63856780509607,35.24771954277163,,56.18419398610313,1746.367029758432,804.4647574092287,Critical,E01,1,1,6,41
M016,2024-02-11 02:00:00,69.9546205233299,0.30086906475143216,95.34641551384323,53.48645033123621,,55.56003194773143,1527.9329990107908,234.70380327519732,Critical,E00,1,2,6,41
M008,2024-02-11 03:00:00,72.64293043703594,0.33789199176145324,107.18537459725326,47.20197989527123,207.96261958569977,41.90609506118551,1429.101572723709,1862.8115134671611,None,,1,3,6,41
M007,2024-02-11 04:00:00,64.3244761669484,0.37165784512840305,103.26552375536139,20.0,218.69771262835954,48.955176283955495,1502.354885921167,1683.937391875706,,E00,0,4,6,41
M020,2024-02-11 05:00:00,75.15721210874338,0.4095429512698389,86.07565788781761,49.58415048845506,234.80869331527094,64.94191557091627,1395.6366736405755,1678.8677923881464,None,E01,0,5,6,41
M009,2024-02-11 06:00:00,68.09175425959468,,102.15064136396381,41.52322405883532,222.68831624784022,43.48558743801505,1361.1745925837095,751.7009696716958,Minor,E03,0,6,6,41
M014,2024-02-11 07:00:00,72.60101782796085,0.27235186608668427,101.68502181801286,62.00061170628966,227.22720759781484,53.21492789694377,1446.069647332473,1169.03244700304,None,E01,1,7,6,41
M005,2024-02-11 08:00:00,70.29540596783531,0.41838879114750416,102.9076998917183,49.742494188190214,212.72045088155917,52.683871090279816,,692.632566179977,None,E02,1,8,6,41
M011,2024-02-11 09:00:00,83.5500768104151,,104.60423081530647,54.07389412503618,218.37326264606634,,1403.4991427752118,1176.0161875040035,Major,,1,9,6,41
M014,2024-02-11 10:00:00,83.89356180087354,0.2809106051025723,,36.4735103877489,221.63122108204936,36.150956899673155,1650.1335962182802,1060.7956181442937,None,E03,0,10,6,41
M016,2024-02-11 11:00:00,72.27907902128845,0.4435469316202345,103.31111191691438,35.51918699018444,214.19754535658998,56.62900027450647,,768.7775356667088,Critical,E02,1,11,6,41
M014,2024-02-11 12:00:00,72.38386626821313,0.4524295297716567,,44.69220802727322,223.2000538938487,50.092930254947355,1388.1325150386144,1401.3144592298224,Minor,E00,1,12,6,41
M010,2024-02-11 13:00:00,69.75934220190291,,109.1837404335058,40.67260647847381,224.92342732151013,58.8307653816217,1357.713571270548,1096.5028511094883,Minor,E00,0,13,6,41
M025,2024-02-11 14:00:00,78.63603774901672,,117.94192578871814,61.05610862652098,,51.85406484162253,1346.1620331900747,1889.080105460914,Critical,E03,1,14,6,41
M013,2024-02-11 15:00:00,70.02648077799974,0.40372144461211024,107.32056603334472,43.16017129532007,218.79133378129325,50.51575385277541,,1234.3119931042822,None,E01,0,15,6,41
M021,2024-02-11 16:00:00,69.47197635212581,0.44770405069685754,101.64964901446473,30.30213900019526,228.7272904052205,52.98032826109896,1530.980060219232,,None,E00,1,16,6,41
M019,2024-02-11 17:00:00,77.87155718198979,0.40096479678022073,103.46024439815135,35.06902903573607,217.93906049185216,42.09975348445199,1582.8393053453187,475.1493965468602,Minor,E01,0,17,6,41
M014,2024-02-11 18:00:00,68.7702054281001,0.25706182057930016,102.04835007518606,56.58061301536806,217.20943369778178,62.46484981814943,1622.2086097353954,2038.2553064231931,Minor,E00,0,18,6,41
M023,2024-02-11 19:00:00,71.77346979330882,0.49068654242797893,100.14814732218662,,231.53231205680368,46.99668525772396,,1056.3852036808337,Minor,E02,1,19,6,41
M004,2024-02-11 20:00:00,62.51213531093404,0.424595982263603,117.32136665205104,42.35145878460286,211.14426960239538,47.099507725819336,1676.6687714250484,1296.0032586922027,Critical,E00,1,20,6,41
M024,2024-02-11 21:00:00,76.225142070739,0.31433330563090645,94.00757300546854,57.722250830613554,206.37624863371616,60.33837053801551,1424.7731786088111,1203.8916611166565,Critical,E02,1,21,6,41
M022,2024-02-11 22:00:00,83.64520163509121,0.2779262449349813,109.23924662594159,34.0228417336135,213.05746947009524,51.97873756405384,1368.5128769042337,1766.5278126852083,None,E01,1,22,6,41
M013,2024-02-11 23:00:00,76.32735223679875,0.38533694012828584,98.9931444583954,20.0,,48.10839974563169,1544.8339992062279,437.23584317386724,None,E00,1,23,6,41
M019,2024-02-12 00:00:00,80.77079500528383,0.33052179731426945,88.15664663889021,34.76560024372029,230.2687281157215,53.310560748426425,1517.3457453538197,,Minor,E03,0,0,0,42
M014,2024-02-12 01:00:00,66.92338718293601,0.3730996747799271,98.49345805130795,,214.7158519345471,,1517.1551706642845,1704.1487169154466,Critical,,0,1,0,42
M007,2024-02-12 02:00:00,73.4179456921692,0.4020384788894784,95.62579332996869,42.005861755942924,234.51870016232337,49.05328298605022,1621.8385610023015,1202.463691224893,None,E02,1,2,0,42
M020,2024-02-12 03:00:00,66.34104045378366,0.3103490678402243,104.62061854734128,26.274844558986807,220.2175788342105,57.37864068011808,1512.7453157402704,1365.3144523910687,None,E00,1,3,0,42
M007,2024-02-12 04:00:00,70.63340672651194,0.27187244051209636,100.73040178126857,57.19271437621861,219.07576362241448,39.83556504271375,1537.566217081722,1051.7612810599896,,E00,0,4,0,42
M008,2024-02-12 05:00:00,76.63326886411502,0.37700729275103845,91.82378509081624,46.96196335301338,213.20049487344355,52.09447831243936,1663.1523094229656,525.8996686911598,Critical,E01,1,5,0,42
M013,2024-02-12 06:00:00,,0.31266285013061185,111.76806330791773,49.668176336561906,235.61084134908506,56.402157473250874,1532.0017170467586,1432.114532191333,,E01,0,6,0,42
M021,2024-02-12 07:00:00,,0.36022670500126786,108.72107203580579,50.035323117400445,218.7976889758481,54.97436083960653,1559.3110841111222,1298.6318231894015,Minor,E03,0,7,0,42
M010,2024-02-12 08:00:00,64.10982536677348,0.2559671494126414,112.6884442567712,29.41770904980126,209.3440957904663,32.0716043386065,1329.874277966353,1306.9437570425102,None,E02,1,8,0,42
M013,2024-02-12 09:00:00,,0.33234720928677536,101.89571731254493,48.63454699715389,239.6613493506437,48.987259555702565,1946.298177680484,1392.9175115669423,Minor,E00,1,9,0,42
M002,2024-02-12 10:00:00,74.94871553963755,0.40004663237279975,99.71413545375448,55.88944539842407,223.14936075081877,40.28770469979695,1309.0989238163866,958.266759675245,None,E02,1,10,0,42
M003,2024-02-12 11:00:00,84.38336721394,0.3924152755352758,105.62848386094896,58.68372276444785,226.39064360483425,60.286173634695906,1435.2804778062632,1797.306627669544,Minor,E03,1,11,0,42
M002,2024-02-12 12:00:00,80.17474946400128,0.29481494203887115,95.38019983263278,53.65515990015543,233.45248176672578,46.87460878402703,1431.651926063728,1203.252631260492,None,E03,1,12,0,42
M002,2024-02-12 13:00:00,60.62408880512361,0.26822149414773633,101.04047643775868,51.157555903104296,224.91570065963552,59.3976308203184,1752.961862267898,1416.6843351911596,None,E03,1,13,0,42
M022,2024-02-12 14:00:00,80.5264556284187,0.3511034582826254,98.59457680542909,24.15094482275503,227.79911485635563,40.26364926597912,1427.9280752067534,1091.149876506599,None,E01,1,14,0,42
M022,2024-02-12 15:00:00,77.61840250208789,0.3892722957913586,,44.82078416667036,220.43460057862444,53.12514227252165,1553.0255325458998,,Major,E02,0,15,0,42
M021,2024-02-12 16:00:00,62.728200326827455,0.37836225981347854,101.01964403871258,33.52110780676264,225.8698582994818,50.06352481643757,1432.4681050186389,1241.5971372090928,Major,E01,1,16,0,42
M002,2024-02-12 17:00:00,70.18079029973701,0.3141488108947083,96.47226486605358,60.3860145833563,219.726737483547,72.11255408044516,1375.1883527076202,1165.9523984864293,None,E00,0,17,0,42
M002,2024-02-12 18:00:00,78.57313446897486,0.3708477109740622,,58.5645539085246,219.83831931327148,59.423421501025224,,1682.9428101936549,None,E02,1,18,0,42
M008,2024-02-12 19:00:00,75.30260106560871,0.4551648829893196,102.91027956519963,33.59365427135768,220.95773405227158,58.91107415976638,1413.7240376253867,510.8518523954732,Minor,E00,0,19,0,42
M015,2024-02-12 20:00:00,64.14542968567208,0.36436012811163193,110.180265071893,44.44826179552781,216.82547883163053,66.22246193577982,1524.9107883350923,1087.9931414917519,None,E00,0,20,0,42
M009,2024-02-12 21:00:00,75.66445293477716,0.23567964449269657,93.20983927561618,47.98211332208528,224.03502268268736,52.270140730126506,1575.2031026363172,954.9417418782723,Major,E00,1,21,0,42
M013,2024-02-12 22:00:00,59.174996423516475,0.3642240236670449,97.30753427896515,55.809495089868406,224.01476140172085,49.203949911612966,1728.8105877309708,1349.5519252995614,None,E00,1,22,0,42
M005,2024-02-12 23:00:00,70.66306694545673,0.49307698798488264,93.87933842912152,,,48.29180896211391,1348.5390046115915,1326.3208993769063,Minor,,0,23,0,42
M019,2024-02-13 00:00:00,78.82774061640029,0.2598826430819083,93.35855529760806,20.0,225.11685212028377,52.62253326136924,1481.6621764167855,1195.2808952673217,Minor,E00,1,0,1,43
M008,2024-02-13 01:00:00,72.11036529342792,0.3520807263280315,95.24344845080182,45.45778213008986,236.0003444129282,27.8390190544738,1486.6236722914814,914.3991444142634,Critical,E00,1,1,1,43
M002,2024-02-13 02:00:00,,0.33415651968775056,98.42839773747845,20.0,228.42103791709255,,1500.1113713250313,1190.3875317187212,Major,E00,1,2,1,43
M019,2024-02-13 03:00:00,77.3360775226341,0.35671180714925443,104.68697325502004,46.90286891774477,218.34198487668326,51.81433229707954,1808.2561587499079,,None,E01,1,3,1,43
M023,2024-02-13 04:00:00,77.84851089051949,0.363597650720764,102.5635661182787,52.10649328299291,223.6245720306073,48.75319618089711,,1128.6262305443206,None,E00,1,4,1,43
M001,2024-02-13 05:00:00,79.8602381572017,0.4297980390244047,91.545144007334,59.832958899933274,231.30158491328012,37.75273980304464,,1643.0187638147747,Minor,E00,1,5,1,43
M011,2024-02-13 06:00:00,,0.3559348300480567,110.35328259133722,37.52918098492809,212.40021448787576,48.801307312425756,1476.1882965691475,1444.8058470457372,None,E00,1,6,1,43
M021,2024-02-13 07:00:00,78.48824876362288,0.4394081690048433,107.5552984518163,46.934179753621876,236.11393434492936,37.73040632590862,1485.7947344636211,1207.6128683703373,,E04,0,7,1,43
M018,2024-02-13 08:00:00,76.39745134462521,0.3417641038849462,92.79051479512238,52.81811807592389,213.80288453000142,64.19006191597376,1471.07500444878,261.5918877766752,Critical,E00,1,8,1,43
M022,2024-02-13 09:00:00,73.59317189469883,0.3254904258217757,109.79288713535648,30.89135989902771,227.2022031459022,47.94119840425535,1413.762696258048,1112.6765833789977,None,E03,1,9,1,43
M011,2024-02-13 10:00:00,72.53705399858289,0.30315719118729756,102.6155073007702,,220.05280352179594,33.49836757451004,1341.443803662316,1452.038602052484,Major,E00,0,10,1,43
M010,2024-02-13 11:00:00,70.57644168541559,0.22280390796158928,98.74835757659802,48.2921079027318,219.59254080068447,48.34791238743998,1759.1389247604614,,None,E00,1,11,1,43
M018,2024-02-13 12:00:00,64.72579024164165,0.36930469883480876,102.8646403558345,37.73464403153028,209.57669701081738,57.16318709189812,1538.195216632547,1321.3019476547481,None,E03,1,12,1,43
M004,2024-02-13 13:00:00,66.26813094708115,0.49378002019302897,,46.69656686670716,227.2600007593652,51.40862459211834,1476.9311669080994,1110.169359902899,None,E01,1,13,1,43
M006,2024-02-13 14:00:00,70.30791310838875,0.38207648341001027,104.36062923585125,43.32798617784313,209.69313451915463,,,,None,E00,1,14,1,43
M016,2024-02-13 15:00:00,73.44871295761457,0.39807231479131755,,54.36088740297438,208.45783813710625,44.57401452126459,1395.7610778199926,1760.4033846579905,None,E01,0,15,1,43
M017,2024-02-13 16:00:00,80.64487558802558,0.3210878072489881,97.30059158182237,40.67447891823681,,47.705222042077075,1572.2890092230014,,Critical,E00,0,16,1,43
M003,2024-02-13 17:00:00,71.74921663274692,0.33289666261084305,83.79338592670894,47.72508592054631,234.31684476634464,46.482692575980046,1350.1126337893945,681.7676896757363,Minor,E00,1,17,1,43
M013,2024-02-13 18:00:00,78.02085774526599,0.41892490418332834,104.21746032505541,37.548820582160246,,39.92347086837715,1590.091015563121,536.7904885241072,None,E00,1,18,1,43
M010,2024-02-13 19:00:00,78.47589393859272,0.4906085548202874,,,228.0248737892419,49.459218018797586,1363.8605648858768,1377.0231731151355,,E00,0,19,1,43
M013,2024-02-13 20:00:00,70.61131921386725,0.4541563555057774,106.22357287716197,47.058393502918186,226.37221082718142,39.33012612373895,1556.4555667312186,1667.1413169056182,,E00,1,20,1,43
M024,2024-02-13 21:00:00,75.5681412682211,0.40636712408096154,103.85340049820576,,219.26785043910817,57.59235876705888,1734.3882934681978,535.7403460667131,None,E00,1,21,1,43
M002,2024-02-13 22:00:00,70.53883174965083,0.3524605405573356,97.21868631075192,54.60696349738588,230.6865350528338,58.56884679119689,,1116.0769844392319,None,E02,0,22,1,43
M025,2024-02-13 23:00:00,79.93281536447086,0.36468032399871264,108.18390552861868,52.10679038612548,218.69102255778748,,1236.8902242793574,2149.28736039023,Major,E00,0,23,1,43
M012,2024-02-14 00:00:00,75.8150600295956,0.29725448764002216,101.63873329469257,,224.1402731625522,44.26684869529251,1504.2925776785587,1092.5446941595878,Minor,E00,1,0,2,44
M020,2024-02-14 01:00:00,64.85709747186986,0.24862827350881397,101.3091427790247,47.56536518247819,209.96984093325872,46.615998918929996,1557.6542423735896,2210.3429917910585,None,E00,0,1,2,44
M011,2024-02-14 02:00:00,72.96914791292308,0.2711241149568041,98.89511450589487,35.763601195991804,,49.74785764548752,1608.1180776951087,870.5597084102469,Minor,E04,1,2,2,44
M008,2024-02-14 03:00:00,81.88867297094328,0.3534860024165356,113.46844569791838,25.74824633037989,229.35235971831025,52.05478194745689,1676.8309792179666,941.2389761223517,None,E00,0,3,2,44
M020,2024-02-14 04:00:00,70.9126137927198,0.32956054170013255,94.29386616723474,37.83329799063556,224.4096416925873,53.7044217267311,1682.948477149028,918.8191513037231,Minor,E00,1,4,2,44
M018,2024-02-14 05:00:00,74.68629018057041,0.24713908066962204,97.41860370032757,44.39619804872748,218.86034499249664,53.51777489174038,1484.2872194367915,688.3249940529768,None,E03,0,5,2,44
M004,2024-02-14 06:00:00,75.27527302643487,0.34738736346651844,90.10131883936003,51.2569046989624,235.2627616077158,62.43092442269871,1420.8673742677302,523.4766408102837,Major,,0,6,2,44
M018,2024-02-14 07:00:00,65.7802626050124,0.3277098772873838,105.81384861859604,46.79375916564407,,50.48291252521218,1365.7787351224772,1111.5030888197025,Minor,E00,0,7,2,44
M019,2024-02-14 08:00:00,,0.26790058013011436,95.34280794913862,55.892095380338745,223.51334399808107,,1435.2060304785603,1257.9459618800859,None,E01,1,8,2,44
M010,2024-02-14 09:00:00,63.636989087792244,0.32408746925659504,96.23971534618943,33.22600594300111,208.3547590541343,37.12654852128214,1557.183661872571,913.288147477186,,E00,1,9,2,44
M024,2024-02-14 10:00:00,68.24625536159162,0.32753328994985587,95.86450694274255,40.47961934505408,219.10720809599732,63.086294999856506,1338.1622622924997,1009.5123373662608,None,E00,1,10,2,44
M017,2024-02-14 11:00:00,78.45433780496515,0.3068354002052873,100.50177532849911,64.7324004211959,213.33934536003386,54.07724694760013,1388.7767681485818,1778.4301029086996,Critical,E01,1,11,2,44
M009,2024-02-14 12:00:00,74.14053774185015,0.41486691153431576,89.99392332272683,,220.71610872650368,51.65161865171438,1567.475890571348,,None,E04,1,12,2,44
M001,2024-02-14 13:00:00,70.17313315352084,0.21679689065346813,82.05403787118192,39.576548328888066,212.50962266737972,53.592091569409675,,,None,E03,1,13,2,44
M017,2024-02-14 14:00:00,74.67876612747112,0.21099407065023199,103.66163229914217,32.14207262684822,210.43019260458715,51.2821513990564,,1371.9501718786669,Major,E01,1,14,2,44
M006,2024-02-14 15:00:00,71.63944651346921,0.3502300049114364,,42.655219148951055,201.89909405019557,53.465511224940904,1402.2827765033553,545.4305522530587,None,E00,0,15,2,44
M019,2024-02-14 16:00:00,72.075471014111,0.35672890325746137,106.83310227181903,39.7866301507666,221.33805850800775,47.019292651543026,1534.5357963723013,1307.8507598429208,None,E01,1,16,2,44
M014,2024-02-14 17:00:00,75.94091116032082,0.37829505952132814,112.46822199628119,52.225865257081,201.60989506576726,58.44157271709963,1407.3747609372285,1175.036271918626,Major,E03,0,17,2,44
M012,2024-02-14 18:00:00,67.63579355604521,0.3122718544204634,98.68620956851973,,217.43807472999114,45.80107804328502,1271.7628329457573,1050.3337105168512,Major,E01,1,18,2,44
M005,2024-02-14 19:00:00,72.24201843332814,0.28574533364353677,,29.33258913707664,225.55517578611435,42.77370305340466,1614.714824594893,1213.1239999549741,None,E00,0,19,2,44
M018,2024-02-14 20:00:00,70.12639083236009,0.3494878707113537,,37.942055121850956,214.22323450236752,36.47324288101283,1416.4926609810439,1148.463291035717,Minor,E04,0,20,2,44
M005,2024-02-14 21:00:00,62.48637975239846,0.31908953052564026,112.79392927262296,44.99859541049177,211.32137189600422,48.09820232811129,1470.1643751481608,674.5442707375472,Minor,E03,1,21,2,44
M011,2024-02-14 22:00:00,66.4772654625042,0.4585749983258986,96.35025718309431,53.872570608468166,219.45722433953037,60.140020491221314,1417.0629482029985,1871.9092469579505,Major,E00,1,22,2,44
M021,2024-02-14 23:00:00,81.40923868238299,0.32730409250523657,81.08094552455103,74.19547541615913,213.3711557721956,46.341198860092426,1565.3373324298075,1580.3270120481277,Minor,E01,1,23,2,44
M024,2024-02-15 00:00:00,74.30833988751141,,99.36070604714799,53.433549467465006,221.48526338393896,38.97161700012975,1539.9802693750348,,Minor,E02,1,0,3,45
M025,2024-02-15 01:00:00,64.05847019159167,0.523279269771856,113.66370554728591,32.85000095340617,211.73736107590582,52.27862471175927,1565.0512179603227,495.7729628005214,Major,E00,0,1,3,45
M024,2024-02-15 02:00:00,62.75787374490954,0.3363667841288519,104.27974644752334,43.87385693520964,219.1640485905358,44.79145762980833,1434.0548357317857,217.48817278491188,None,E03,0,2,3,45
M014,2024-02-15 03:00:00,71.3270165993365,0.3889309805639363,95.87741417169725,47.17171434040571,217.22863422528033,62.386136769817064,1494.0325980872453,2001.8815335619304,Minor,E00,0,3,3,45
M006,2024-02-15 04:00:00,,0.3952416603370447,102.63120935427786,38.767309555877745,219.90782707590722,58.59678212330601,1550.0438756078483,1130.5354892308867,Minor,E00,1,4,3,45
M021,2024-02-15 05:00:00,70.87945119117389,0.40119811506027503,107.76899870762043,50.64309367121452,233.08121275213747,39.83284164100374,1685.424476703884,1505.1929562295184,Minor,E03,1,5,3,45
M021,2024-02-15 06:00:00,79.8419973204241,0.37026410857878767,99.31506848868423,20.0,221.59848699933727,48.60884211824885,1536.783752608664,820.5084147450176,Minor,E03,1,6,3,45
M025,2024-02-15 07:00:00,74.11158462491194,0.36356885560873564,121.01112068273903,51.63779545593599,224.03555297807222,,1379.5980413768002,1077.051430990659,None,E00,1,7,3,45
M017,2024-02-15 08:00:00,74.82750274707536,0.35702340028859814,95.8606563478441,39.28335093083433,215.00165532921082,40.715963311351054,1532.147268069543,1097.4668730836563,Minor,E02,0,8,3,45
M004,2024-02-15 09:00:00,63.98567694417258,0.30968042684363584,108.02008577635799,43.6835372196537,221.78605135114677,49.55252406552153,,1296.5845498934202,Minor,E01,1,9,3,45
M013,2024-02-15 10:00:00,77.62513753049855,0.37278631619874875,106.0954978918544,62.588675268318,217.80157247833654,56.54586211049875,1260.1519246543799,1235.947385992253,Major,E02,1,10,3,45
M012,2024-02-15 11:00:00,69.99040777635835,0.4920052086197214,94.40138060241554,29.861793892692937,220.23724832566685,49.34634169731234,1278.5811827940906,831.0936370344161,None,E00,0,11,3,45
M022,2024-02-15 12:00:00,77.17855472166545,0.434747733627449,96.60447786121861,48.27263134324596,225.19156456692434,,1492.021245897243,826.9252495368246,Major,E04,1,12,3,45
M010,2024-02-15 13:00:00,67.11498010808332,0.37127426155572457,108.14478917983492,54.52705894807737,215.99812927802455,32.35010787047128,1502.1358719323566,1167.3813211818726,,E01,0,13,3,45
M009,2024-02-15 14:00:00,73.06229608505947,0.4099080858674193,101.15830310083393,47.04403749943561,216.81563651193287,44.67347744219323,1464.6300311719308,,Major,E02,0,14,3,45
M003,2024-02-15 15:00:00,74.11201772362578,0.2891576863888543,102.70457381381819,25.629692333757887,216.10868264574495,54.414438091579726,1606.101814349228,870.7696253689026,Minor,E00,1,15,3,45
M021,2024-02-15 16:00:00,71.0758001005448,,86.91226117036514,61.20475952761593,215.95424285274416,39.264472546891454,1387.782507699475,1138.3447248817756,Minor,E00,0,16,3,45
M019,2024-02-15 17:00:00,74.42727115851694,0.41634948909288383,105.2479892412968,42.46375139512373,221.3858818445889,60.26049694338005,1333.6565852721728,1358.9998239709066,Critical,,0,17,3,45
M002,2024-02-15 18:00:00,70.40161754884495,0.4541017035420734,102.29837475266055,38.66950979906366,217.08814459741902,45.33092110522607,1400.9169245133573,1801.3740864358094,Minor,E00,0,18,3,45
M011,2024-02-15 19:00:00,68.10564148175233,0.29603936795332353,99.48871981887078,41.27420541368496,231.9836509086286,51.549758559836775,1426.8268725040512,1009.4141207575577,None,E03,0,19,3,45
M012,2024-02-15 20:00:00,81.6329002967638,0.31614881834037895,102.8871349044726,40.414243307933,241.43330168955333,46.806886756175416,1493.021610617672,1214.445797473419,Minor,,1,20,3,45
M012,2024-02-15 21:00:00,78.29371719816865,0.5026963055714976,96.72625834300601,30.717843927002686,215.4564617185015,40.58946607662649,1404.2831852640263,453.05452030157954,Minor,E01,1,21,3,45
M023,2024-02-15 22:00:00,67.43481152971094,0.3567382874838281,,46.97940703292782,222.35202286563757,53.5223684379865,1242.9928413875625,1333.9254588012216,Major,E00,0,22,3,45
M004,2024-02-15 23:00:00,75.41066583356768,0.4776353380890265,98.06491574688712,37.83320390503199,228.3040606084419,45.21589837398552,1191.683354367944,,None,E01,1,23,3,45
M008,2024-02-16 00:00:00,67.54392687179308,0.3644800122093054,96.28637457345361,53.050659265797954,217.87400750380817,43.33575068769429,1514.7790990498847,1076.7060580091552,None,E00,0,0,4,46
M005,2024-02-16 01:00:00,64.89189213802605,0.36723261976278043,117.44423648834561,51.21114592338216,212.04487088555413,30.990805818527182,1364.5174155934744,,None,E02,1,1,4,46
M007,2024-02-16 02:00:00,78.20285664839386,,107.29496583074872,64.50803294116572,233.90538649171808,,1259.357440635357,1407.073407077858,Minor,,1,2,4,46
M023,2024-02-16 03:00:00,,0.415978859905716,92.2522486082264,42.460402279527834,225.48925835044162,50.04918998647183,1574.9929560814865,618.5009211072909,Minor,E00,0,3,4,46
M024,2024-02-16 04:00:00,77.56113548145925,0.44504442852127996,116.29036801808674,35.3610029874622,,58.85255510044061,1685.4217242178263,1520.780052005431,Major,E00,1,4,4,46
M002,2024-02-16 05:00:00,70.48366612456165,0.27754984389013926,96.5371471085095,27.36309197816742,231.60417920104751,54.96153925596791,1488.6649753476493,1184.450285697531,None,E00,1,5,4,46
M016,2024-02-16 06:00:00,70.73072038151683,0.3253284613445694,100.23564293971428,71.32012063289775,226.16186539058987,58.85145934540206,1532.2128157702036,1706.8714917782083,Minor,E01,0,6,4,46
M006,2024-02-16 07:00:00,74.45850731773974,0.4140554967061954,107.17933755945056,52.945295958193604,219.61651971231524,45.48684147757753,1533.229907650021,1784.6522010743995,Critical,E01,1,7,4,46
M005,2024-02-16 08:00:00,75.48719287196552,0.34093159535509704,84.24009164881907,36.690960945842505,212.1869530739718,39.020355104791584,1222.4219827204213,1842.4523251949004,None,E00,1,8,4,46
M008,2024-02-16 09:00:00,67.04194093902655,0.3154630172026753,,65.31786107120563,216.05334604460546,56.101543003310965,1606.6383128633904,,Minor,E02,0,9,4,46
M005,2024-02-16 10:00:00,76.30635365250038,0.4206679507708581,95.41332919226267,61.27394860663239,229.6385856427081,51.04158994932574,1648.7858122132666,1360.9140727936774,,E03,1,10,4,46
M013,2024-02-16 11:00:00,72.68022322815133,0.4272417243298757,101.64064063635308,28.784669970538353,225.4566852384796,46.26906893663656,1720.415901551203,569.0399371942385,None,E01,1,11,4,46
M025,2024-02-16 12:00:00,64.46367124279178,0.31852505365295025,102.96039746612354,35.958301498992334,218.5066670449786,55.94170726193592,1447.4856227165362,1720.5802084863897,Minor,E01,1,12,4,46
M015,2024-02-16 13:00:00,70.98075309852156,0.3648656569591562,,43.41210185807556,234.13250555596358,52.46504476046232,,1777.5083805385834,None,E00,0,13,4,46
M019,2024-02-16 14:00:00,,0.2654067642867037,99.0108216145681,32.15897884797646,218.7422297088735,55.11150779307721,1663.026902407405,1591.2204513037032,None,E01,1,14,4,46
M013,2024-02-16 15:00:00,82.05956878947418,0.28731633626649106,108.52105098108356,43.84104644506975,227.90014368584926,41.82084455356575,1559.8692471032703,1030.1603276926928,Major,E00,1,15,4,46
M001,2024-02-16 16:00:00,76.30409074565206,0.35869156624933657,102.41188744267231,53.54354335727746,221.7603123782939,57.82093169596976,1604.959644895153,1417.6987892744883,None,E00,0,16,4,46
M003,2024-02-16 17:00:00,64.85793907098977,0.35219847513058905,100.33140008041555,28.52086970013248,235.463624299382,49.962954592014405,1422.350836988265,979.1018657531084,Major,E00,1,17,4,46
M007,2024-02-16 18:00:00,74.94364141473532,0.28231867357885554,101.18296473168111,,226.02436389649063,58.67896137216691,1532.5874900070971,1205.5079632206568,Minor,E00,0,18,4,46
M007,2024-02-16 19:00:00,77.10516542315516,0.2998818252692097,,59.02197570519246,220.3692758497045,57.746026563726076,1373.5920096698605,1163.116579659967,None,E00,0,19,4,46
M022,2024-02-16 20:00:00,76.35424789991234,0.2754468941031108,101.38139181587285,49.80264287124627,218.56958816986528,55.49038394043912,1499.3712215152175,400.662900890881,None,,1,20,4,46
M022,2024-02-16 21:00:00,76.70972573212751,0.38185418998392473,95.88441196027436,44.0926037426389,219.87701999150255,49.11099031086245,1458.2534787451489,876.1977254545883,Major,E02,1,21,4,46
M022,2024-02-16 22:00:00,74.17957847548519,0.21226525623156697,84.72800729111152,36.982778885084926,214.19682183086127,55.676553784971105,1781.226473215523,2108.343779889774,None,E00,1,22,4,46
M016,2024-02-16 23:00:00,71.56552596701674,0.27918959393078624,88.52850100772037,54.97010246519221,209.06637489969108,58.88628442903076,1565.8355652267412,1165.3233427824553,None,E00,1,23,4,46
